tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	4784	0	live	NFIX	CTF, MRSHSS, NF-I/X, NF1-X, NF1A, SOTOS2	nuclear factor I X	nuclear factor 1 X-type|CCAAT-binding transcription factor|CCAAT-box-binding transcription factor|TGGCA-binding protein|nuclear factor 1/X	19p13.13	19	NC_000019.10	12995512	13098796	plus	13	164005	
9606	Homo sapiens	56829	0	live	ZC3HAV1	ARTD13, FLB6421, PARP13, ZAP, ZC3H2, ZC3HDC2	zinc finger CCCH-type containing, antiviral 1	zinc finger CCCH-type antiviral protein 1|ADP-ribosyltransferase diphtheria toxin-like 13|zinc finger CCCH domain-containing protein 2|zinc finger CCCH-type, antiviral 1	7q34	7	NC_000007.14	139043519	139109719	minus	13	607312	
9606	Homo sapiens	26135	0	live	SERBP1	CGI-55, CHD3IP, HABP4L, PAI-RBP1, PAIRBP1	SERPINE1 mRNA binding protein 1	plasminogen activator inhibitor 1 RNA-binding protein|PAI-1 mRNA binding protein|PAI1 RNA-binding protein 1|chromodomain helicase DNA binding protein 3 interacting protein	1p31.3	1	NC_000001.11	67407810	67430440	minus	8	607378	
10090	Mus musculus	16601	0	live	Klf9	2310051E17Rik, AA589643, BTEB-1, Bteb1, Gm9971	Kruppel-like factor 9	Krueppel-like factor 9|BTE-binding protein 1|GC-box-binding protein 1|basic transcription element binding protein 1|transcription factor BTEB1	19 B	19	NC_000085.6	23141226	23166911	plus	2		
9606	Homo sapiens	1937	0	live	EEF1G	EF1G, GIG35	eukaryotic translation elongation factor 1 gamma	elongation factor 1-gamma|EF-1-gamma|PRO1608|eEF-1B gamma|pancreatic tumor-related protein|translation elongation factor eEF-1 gamma chain	11q12.3	11	NC_000011.10	62559601	62573988	minus	10	130593	
9606	Homo sapiens	10262	0	live	SF3B4	AFD1, Hsh49, SAP49, SF3b49	splicing factor 3b subunit 4	splicing factor 3B subunit 4|SAP 49|SF3b50|pre-mRNA-splicing factor SF3b 49 kDa subunit|spliceosomal protein|spliceosome-associated protein (U2 snRNP)|spliceosome-associated protein 49|splicing factor 3b, subunit 4, 49kD|splicing factor 3b, subunit 4, 49kDa	1q21.2	1	NC_000001.11	149923317	149928252	minus	6	605593	
9606	Homo sapiens	10575	0	live	CCT4	CCT-DELTA, Cctd, SRB	chaperonin containing TCP1 subunit 4	T-complex protein 1 subunit delta|TCP-1-delta|chaperonin containing TCP1, subunit 4 (delta)|chaperonin containing t-complex polypeptide 1, delta subunit|stimulator of TAR RNA-binding	2p15	2	NC_000002.12	61868127	61888671	minus	14	605142	
9606	Homo sapiens	197131	0	live	UBR1	JBS	ubiquitin protein ligase E3 component n-recognin 1	E3 ubiquitin-protein ligase UBR1|E3a ligase|N-recognin-1|RING-type E3 ubiquitin transferase UBR1|ubiquitin ligase E3 alpha-I|ubiquitin-protein ligase E3-alpha|ubiquitin-protein ligase E3-alpha-1|ubiquitin-protein ligase E3-alpha-I	15q15.2	15	NC_000015.10	42942897	43106088	minus	47	605981	
9606	Homo sapiens	3445	0	live	IFNA8	IFN-alphaB	interferon alpha 8	interferon alpha-8|IFN-alpha-8|interferon alpha type 201|interferon alpha-B|interferon alpha-B'|interferon alpha-B2|leIF B	9p21.3	9	NC_000009.12	21409147	21410185	plus	1	147568	
9606	Homo sapiens	26509	0	live	MYOF	FER1L3	myoferlin	myoferlin|fer-1-like 3, myoferlin|fer-1-like family member 3|fer-1-like protein 3	10q23.33	10	NC_000010.11	93306429	93482505	minus	59	604603	
9606	Homo sapiens	5514	0	live	PPP1R10	CAT53, FB19, PNUTS, PP1R10, R111, p99	protein phosphatase 1 regulatory subunit 10	serine/threonine-protein phosphatase 1 regulatory subunit 10|HLA-C associated transcript 53|MHC class I region proline-rich protein CAT53|PP1-binding protein of 114 kDa|phosphatase 1 nuclear targeting subunit|protein phosphatase 1, regulatory (inhibitor) subunit 10|testis tissue sperm-binding protein Li 67n	6p21.33	6	NC_000006.12	30600400	30618607	minus	22	603771	
9606	Homo sapiens	1195	0	live	CLK1	CLK, CLK/STY, STY	CDC like kinase 1	dual specificity protein kinase CLK1|CDC28/CDC2-like kinase|protein tyrosine kinase STY	2q33.1	2	NC_000002.12	200853009	200864744	minus	14	601951	
9606	Homo sapiens	3452	0	live	IFNA21	IFN-alphaI, LeIF F, leIF-F	interferon alpha 21	interferon alpha-21|IFN-alpha-21|interferon alpha-F|leukocyte interferon protein	9p21.3	9	NC_000009.12	21165637	21166660	minus	1	147584	
9606	Homo sapiens	3446	0	live	IFNA10	IFN-alphaC	interferon alpha 10	interferon alpha-10|IFN-alpha-10|interferon alpha-6L|interferon alpha-C|leIF C	9p21.3	9	NC_000009.12	21206181	21207143	minus	1	147577	
9606	Homo sapiens	9948	0	live	WDR1	AIP1, HEL-S-52, NORI-1	WD repeat domain 1	WD repeat-containing protein 1|actin-interacting protein 1|epididymis secretory protein Li 52	4p16.1	4	NC_000004.12	10074339	10117034	minus	15	604734	
9606	Homo sapiens	3433	0	live	IFIT2	G10P2, GARG-39, IFI-54, IFI-54K, IFI54, IFIT-2, ISG-54 K, ISG-54K, ISG54, P54, cig42	interferon induced protein with tetratricopeptide repeats 2	interferon-induced protein with tetratricopeptide repeats 2|Interferon, alpha-inducible protein (MW 54kD)|interferon-induced 54 kDa protein|interferon-induced protein 54	10q23.31	10	NC_000010.11	89301949	89309276	plus	2	147040	
9606	Homo sapiens	5495	0	live	PPM1B	PP2C-beta, PP2C-beta-X, PP2CB, PP2CBETA, PPC2BETAX	protein phosphatase, Mg2+/Mn2+ dependent 1B	protein phosphatase 1B|Ser/Thr protein phosphatase type 2C beta 2 isoform|protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform|protein phosphatase 2C-like protein	2p21	2	NC_000002.12	44168803	44247330	plus	9	603770	
9606	Homo sapiens	3441	0	live	IFNA4	IFN-alpha4a, INFA4	interferon alpha 4	interferon alpha-4|IFN-alpha-4|interferon alpha-4B|interferon alpha-76|interferon alpha-M1	9p21.3	9	NC_000009.12	21186618	21187599	minus	1	147564	
9606	Homo sapiens	11080	0	live	DNAJB4	DNAJW, DjB4, HLJ1	DnaJ heat shock protein family (Hsp40) member B4	dnaJ homolog subfamily B member 4|DnaJ (Hsp40) homolog, subfamily B, member 4|DnaJ-like heat shock protein 40|HSP40 homolog|heat shock 40 kDa protein 1 homolog|heat shock protein 40 homolog|human liver DnaJ-like protein	1p31.1	1	NC_000001.11	77979158	78017964	plus	6	611327	
9606	Homo sapiens	3448	0	live	IFNA14	IFN-alphaH, LEIF2H	interferon alpha 14	interferon alpha-14|IFN-alpha-14|interferon alpha-H|interferon lambda-2-H|leIF H	9p21.3	9	NC_000009.12	21239202	21239979	minus	1	147579	
9606	Homo sapiens	3442	0	live	IFNA5	IFN-alpha-5, IFN-alphaG, INA5, INFA5, leIF G	interferon alpha 5	interferon alpha-5|interferon alpha-61|interferon alpha-G	9p21.3	9	NC_000009.12	21304614	21305313	minus	1	147565	
28344	Porcine reproductive and respiratory syndrome virus	1494884	0	live	PRRSVgp1	PRRSVgp1	ORF 1ab polyprotein				NC_001961.1	190	12071	plus	0		
9606	Homo sapiens	5226	0	live	PGD	6PGD	phosphogluconate dehydrogenase	6-phosphogluconate dehydrogenase, decarboxylating	1p36.22	1	NC_000001.11	10398992	10420511	plus	13	172200	
9606	Homo sapiens	8985	0	live	PLOD3	LH3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3|lysine hydroxylase 3|lysyl hydroxlase 3|lysyl hydroxylase 3	7q22.1	7	NC_000007.14	101205977	101217730	minus	19	603066	
9606	Homo sapiens	6873	0	live	TAF2	CIF150, MRT40B, TAFII150, TAF2	TATA-box binding protein associated factor 2	transcription initiation factor TFIID subunit 2|150 kDa cofactor of initiator function|RNA polymerase II TBP-associated factor subunit B|TAF(II)150|TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa|TATA box binding protein (TBP)-associated factor, RNA polymerase II, B, 150kD|TBP-associated factor 150 kDa|cofactor of initiator function, 150kD subunit|transcription initiation factor TFIID 150 kDa subunit	8q24.12	8	NC_000008.11	119730773	119832858	minus	30	604912	
9606	Homo sapiens	51056	0	live	LAP3	HEL-S-106, LAP, LAPEP, PEPS	leucine aminopeptidase 3	cytosol aminopeptidase|LAP-3|epididymis secretory protein Li 106|leucyl aminopeptidase|peptidase S|proline aminopeptidase|prolyl aminopeptidase	4p15.32	4	NC_000004.12	17577304	17607967	plus	13	170250	
9606	Homo sapiens	387103	0	live	CENPW	C6orf173, CENP-W, CUG2	centromere protein W	centromere protein W|cancer-up-regulated gene 2 protein|cancer-upregulated gene 2	6q22.32	6	NC_000006.12	126339696	126483320	plus	5	611264	
9606	Homo sapiens	57018	0	live	CCNL1	ANIA6A, BM-001, PRO1073, ania-6a	cyclin L1	cyclin-L1|cyclin L ania-6a|cyclin L gamma|cyclin-L	3q25.31	3	NC_000003.12	157146502	157160760	minus	13	613384	
9606	Homo sapiens	10667	0	live	FARS2	COXPD14, FARS1, HSPC320, PheRS, SPG77	phenylalanyl-tRNA synthetase 2, mitochondrial	phenylalanine--tRNA ligase, mitochondrial|dJ236A3.1 (phenylalanine-tRNA synthetase)|dJ520B18.2 (FARS1 (phenylalanine-tRNA synthetase))|mitochondrial PHERS|phenylalanine tRNA ligase 2, mitochondrial|phenylalanine translase|phenylalanine-tRNA synthetase 1 (mitochondrial)	6p25.1	6	NC_000006.12	5261001	5771592	plus	15	611592	
9606	Homo sapiens	4967	0	live	OGDH	AKGDH, E1k, OGDC	oxoglutarate dehydrogenase	2-oxoglutarate dehydrogenase, mitochondrial|2-oxoglutarate dehydrogenase complex component E1|OGDC-E1|oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)|oxoglutarate decarboxylase|oxoglutarate dehydrogenase (succinyl-transferring)|testicular tissue protein Li 131	7p13	7	NC_000007.14	44606522	44709070	plus	26	613022	
9606	Homo sapiens	51510	0	live	CHMP5	C9orf83, CGI-34, HSPC177, PNAS-2, SNF7DC2, Vps60	charged multivesicular body protein 5	charged multivesicular body protein 5|SNF7 domain containing 2|SNF7 domain-containing protein 2|apoptosis-related protein PNAS-2|chromatin-modifying protein 5|hVps60|vacuolar protein sorting-associated protein 60	9p13.3	9	NC_000009.12	33264879	33282069	plus	8	610900	
9606	Homo sapiens	6897	0	live	TARS	ThrRS	threonyl-tRNA synthetase	threonine--tRNA ligase, cytoplasmic|threonine tRNA ligase 1, cytoplasmic|threonyl-tRNA synthetase, cytoplasmic	5p13.3	5	NC_000005.10	33440696	33468091	plus	21	187790	
9606	Homo sapiens	11034	0	live	DSTN	ACTDP, ADF, HEL32, bA462D18.2	destrin, actin depolymerizing factor	destrin|actin-depolymerizing factor|bA462D18.2 (destrin (actin depolymerizing factor ADF) (ACTDP))|epididymis luminal protein 32	20p12.1	20	NC_000020.11	17569173	17608242	plus	6	609114	
9606	Homo sapiens	2665	0	live	GDI2	HEL-S-46e, RABGDIB	GDP dissociation inhibitor 2	rab GDP dissociation inhibitor beta|GDI-2|epididymis secretory sperm binding protein Li 46e|guanosine diphosphate dissociation inhibitor 2|rab GDI beta|rab GDP-dissociation inhibitor, beta	10p15.1	10	NC_000010.11	5765222	5813549	minus	12	600767	
9606	Homo sapiens	10005	0	live	ACOT8	HNAACTE, NAP1, PTE-1, PTE-2, PTE1, PTE2, hACTE-III, hTE	acyl-CoA thioesterase 8	acyl-coenzyme A thioesterase 8|HIV-Nef associated acyl-CoA thioesterase|Nef (lentivirus myristoylated factor) associated protein 1|choloyl-CoA hydrolase|choloyl-coenzyme A thioesterase|long-chain fatty-acyl-CoA hydrolase|palmitoyl-CoA hydrolase|peroxisomal acyl-CoA thioesterase 1|peroxisomal acyl-coenzyme A thioester hydrolase 1|peroxisomal long-chain acyl-CoA thioesterase 1|thioesterase II|thioesterase III	20q13.12	20	NC_000020.11	45841721	45857409	minus	7	608123	
9606	Homo sapiens	10061	0	live	ABCF2	ABC28, EST133090, HUSSY-18, HUSSY18	ATP binding cassette subfamily F member 2	ATP-binding cassette sub-family F member 2|ABC-type transport protein|ATP-binding cassette, sub-family F (GCN20), member 2|iron-inhibited ABC transporter 2	7q36.1	7	NC_000007.14	151207837	151227374	minus	17	612510	
9606	Homo sapiens	10960	0	live	LMAN2	C5orf8, GP36B, VIP36	lectin, mannose binding 2	vesicular integral-membrane protein VIP36|glycoprotein GP36b|vesicular integral protein of 36 kDa|vesicular integral-membrane protein 36	5q35.3	5	NC_000005.10	177331562	177351884	minus	8	609551	
9606	Homo sapiens	9898	0	live	UBAP2L	NICE-4, NICE4	ubiquitin associated protein 2 like	ubiquitin-associated protein 2-like|protein NICE-4	1q21.3	1	NC_000001.11	154220172	154271510	plus	34	616472	
9606	Homo sapiens	83481	0	live	EPPK1	EPIPL, EPIPL1	epiplakin 1	epiplakin|450 kDa epidermal antigen|epidermal autoantigen 450K	8q24.3	8	NC_000008.11	143857319	143879043	minus	3	607553	
9606	Homo sapiens	91746	0	live	YTHDC1	YT521, YT521-B	YTH domain containing 1	YTH domain-containing protein 1|putative splicing factor YT521|splicing factor YT521|splicing factor YT521-B	4q13.2	4	NC_000004.12	68310387	68350117	minus	17	617283	
9606	Homo sapiens	6152	0	live	RPL24	HEL-S-310, L24	ribosomal protein L24	60S ribosomal protein L24|60S ribosomal protein L30|epididymis secretory protein Li 310|large ribosomal subunit protein eL24|ribosomal protein L30	3q12.3	3	NC_000003.12	101681090	101686719	minus	6	604180	
9606	Homo sapiens	8175	0	live	SF3A2	PRP11, PRPF11, SAP62, SF3a66	splicing factor 3a subunit 2	splicing factor 3A subunit 2|SAP 62|pre-mRNA splicing factor SF3A, subunit 2|spliceosome associated protein 62|splicing factor 3a, subunit 2, 66kD|splicing factor 3a, subunit 2, 66kDa	19p13.3	19	NC_000019.10	2236817	2248679	plus	9	600796	
9606	Homo sapiens	51109	0	live	RDH11	ARSDR1, CGI82, HCBP12, MDT1, PSDR1, RALR1, RDJCSS, SCALD, SDR7C1	retinol dehydrogenase 11	retinol dehydrogenase 11|HCV core-binding protein HCBP12|androgen-regulated short-chain dehydrogenase/reductase 1|prostate short-chain dehydrogenase reductase 1|retinal reductase 1|retinol dehydrogenase 11 (all-trans/9-cis/11-cis)|short chain dehydrogenase/reductase family 7C, member 1	14q24.1	14	NC_000014.9	67676800	67695793	minus	7	607849	
9606	Homo sapiens	6157	0	live	RPL27A	L27A	ribosomal protein L27a	60S ribosomal protein L27a|large ribosomal subunit protein uL15	11p15.4	11	NC_000011.10	8682448	8689872	plus	5	603637	
9606	Homo sapiens	7360	0	live	UGP2	UDPG, UDPGP, UDPGP2, UGP1, UGPP1, UGPP2, pHC379	UDP-glucose pyrophosphorylase 2	UTP--glucose-1-phosphate uridylyltransferase|UDP-glucose diphosphorylase|UDP-glucose pyrophosphorylase 1|UGPase 2|UTP--glucose-1-phosphate uridylyltransferase 2|UTP-glucose-1-phosphate uridyltransferase|Uridyl diphosphate glucose pyrophosphorylase-1|testis tissue sperm-binding protein Li 58p|uridyl diphosphate glucose pyrophosphorylase 2	2p15	2	NC_000002.12	63840964	63891562	plus	16	191760	
9606	Homo sapiens	11273	0	live	ATXN2L	A2D, A2LG, A2LP, A2RP	ataxin 2 like	ataxin-2-like protein|ataxin 2 related protein|ataxin-2 domain protein	16p11.2	16	NC_000016.10	28823048	28837237	plus	24	607931	
9606	Homo sapiens	84916	0	live	UTP4	CIRH1A, CIRHIN, NAIC, TEX292	UTP4, small subunit processome component	U3 small nucleolar RNA-associated protein 4 homolog|UTP4 small subunit (SSU) processome component|UTP4, small subunit (SSU) processome component, homolog|cirrhosis, autosomal recessive 1A (cirhin)|testis expressed gene 292	16q22.1	16	NC_000016.10	69132596	69169034	plus	18	607456	
9606	Homo sapiens	29766	0	live	TMOD3	UTMOD	tropomodulin 3	tropomodulin-3|tropomodulin 3 (ubiquitous)|ubiquitous tropomodulin	15q21.2	15	NC_000015.10	51829628	51912138	plus	12	605112	
9606	Homo sapiens	56257	0	live	MEPCE	BCDIN3	methylphosphate capping enzyme	7SK snRNA methylphosphate capping enzyme|bicoid-interacting protein 3 homolog|bin3 homolog|bin3, bicoid-interacting 3, homolog	7q22.1	7	NC_000007.14	100428790	100434126	plus	5	611478	
9606	Homo sapiens	3467	0	live	IFNW1		interferon omega 1	interferon omega-1|IFN-omega 1, interferon omega-1|interferon alpha-II-1	9p21.3	9	NC_000009.12	21140632	21141901	minus	1	147553	
9606	Homo sapiens	24138	0	live	IFIT5	ISG58, P58, RI58	interferon induced protein with tetratricopeptide repeats 5	interferon-induced protein with tetratricopeptide repeats 5|IFIT-5|interferon-induced 58 kDa protein|retinoic acid- and interferon-inducible 58 kDa protein|retinoic acid- and interferon-inducible protein (58kD)	10q23.31	10	NC_000010.11	89414568	89421002	plus	2	616135	
9606	Homo sapiens	8939	0	live	FUBP3	FBP3	far upstream element binding protein 3	far upstream element-binding protein 3|FUSE-binding protein 3|far upstream element (FUSE) binding protein 3	9q34.11-q34.12	9	NC_000009.12	130579573	130638352	plus	24	603536	
9606	Homo sapiens	11325	0	live	DDX42	DDX42P, RHELP, RNAHP, SF3B8, SF3b125	DEAD-box helicase 42	ATP-dependent RNA helicase DDX42|DEAD (Asp-Glu-Ala-Asp) box helicase 42|DEAD (Asp-Glu-Ala-Asp) box polypeptide 42|SF3b DEAD box protein|splicing factor 3B-associated 125 kDa protein|splicing factor 3b, subunit 8	17q23.3	17	NC_000017.11	63773856	63819317	plus	20	613369	
9606	Homo sapiens	55854	0	live	ZC3H15	HT010, LEREPO4, MSTP012	zinc finger CCCH-type containing 15	zinc finger CCCH domain-containing protein 15|DRG family-regulatory protein 1|likely ortholog of mouse immediate early response erythropoietin 4	2q32.1	2	NC_000002.12	186486158	186509361	plus	10		
9606	Homo sapiens	5357	0	live	PLS1		plastin 1	plastin-1|I plastin|fimbrin|intestine specific plastin	3q23	3	NC_000003.12	142596387	142713664	plus	22	602734	
9606	Homo sapiens	55339	0	live	WDR33	NET14, WDC146	WD repeat domain 33	pre-mRNA 3' end processing protein WDR33|WD repeat-containing protein 33|WD repeat-containing protein WDC146	2q14.3	2	NC_000002.12	127704234	127811187	minus	25		
9606	Homo sapiens	253943	0	live	YTHDF3		YTH N6-methyladenosine RNA binding protein 3	YTH domain-containing family protein 3|YTH N(6)-methyladenosine RNA binding protein 3|YTH domain family protein 3|YTH domain family, member 3	8q12.3	8	NC_000008.11	63168553	63212788	plus	8		
9606	Homo sapiens	348995	0	live	NUP43	bA350J20.1, p42	nucleoporin 43	nucleoporin Nup43|nucleoporin 43kDa|nup107-160 subcomplex subunit Nup43	6q25.1	6	NC_000006.12	149724315	149746572	minus	11	608141	
12461	Hepatitis E virus	1494415	0	live	HEVgp01	HEVgp01	ORF 1	ORF 1|polyprotein			NC_001434.1	4	5085	plus	0		
9606	Homo sapiens	23528	0	live	ZNF281	ZBP-99, ZNP-99	zinc finger protein 281	zinc finger protein 281|GC-box-binding zinc finger protein 1|ZNP-99 transcription factor|transcription factor ZBP-99|zinc finger DNA-binding protein 99	1q32.1	1	NC_000001.11	200404947	200410058	minus	3		
9606	Homo sapiens	84305	0	live	PYM1	PYM, WIBG	PYM homolog 1, exon junction complex associated factor	partner of Y14 and mago|protein wibg homolog|within bgcn homolog	12q13.2	12	NC_000012.12	55901413	55927913	minus	4		
9606	Homo sapiens	29890	0	live	RBM15B	HUMAGCGB, OTT3	RNA binding motif protein 15B	putative RNA-binding protein 15B|chromosome 3p21.1 gene sequence|huOTT3|one twenty two protein 3	3p21.2	3	NC_000003.12	51391268	51397908	plus	1	612602	
9606	Homo sapiens	24149	0	live	ZNF318	HRIHFB2436, TZF, ZFP318	zinc finger protein 318	zinc finger protein 318|endocrine regulator|endocrine regulatory protein|testicular zinc finger	6p21.1	6	NC_000006.12	43336070	43369443	minus	11	617512	
10090	Mus musculus	22225	0	live	Usp5	AA407472, ISOT, ISOT-1, Ucht	ubiquitin specific peptidase 5 (isopeptidase T)	ubiquitin carboxyl-terminal hydrolase 5|deubiquitinating enzyme 5|isopeptidase T|ubiquitin carboxy terminal hydrolase T|ubiquitin specific protease 5|ubiquitin thioesterase 5|ubiquitin thiolesterase 5|ubiquitin-specific-processing protease 5	6 59.17 cM	6	NC_000072.6	124815019	124829484	minus	21		
9913	Bos taurus	280872	0	live	MX1	Mx1-b, Mx1B	MX dynamin like GTPase 1	interferon-induced GTP-binding protein Mx1|GTP-binding protein|interferon-inducible myxovirus resistance-1 protein|interferon-inducible protein p78|myxoma resistance protein 1|myxovirus (influenza virus) resistance 1, interferon-inducible protein p78|myxovirus resistance protein 1		1	AC_000158.1	143166727	143204868	plus	17		
9606	Homo sapiens	85441	0	live	HELZ2	PDIP-1, PRIC285	helicase with zinc finger 2	helicase with zinc finger domain 2|ATP-dependent helicase PRIC285|PDIP1|PPAR gamma DBD-interacting protein 1|PPAR-alpha-interacting complex protein 285|PPAR-gamma DNA-binding domain-interacting protein 1|PPARG-DBD-interacting protein 1|PPARgamma-DNA-binding domain-interacting protein1|PRIC complex|helicase with zinc finger 2, transcriptional coactivator|peroxisomal proliferator-activated receptor A interacting complex 285|peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein|peroxisomal proliferator-activated receptor alpha-interacting cofactor complex, 285 kD subunit	20q13.33	20	NC_000020.11	63558086	63574239	minus	20	611265	
